id,user_id,action,timestamp,resource,ip_address,data_size,is_anomaly,anomaly_type
68318426-3212-4f3d-8b40-7d840e2a49d2,user_1,WRITE,2025-03-10 08:47:21.769671,IAM_ROLE,109.231.156.139,2048,False,
184f4bea-210b-456a-90af-f6740d690c3a,user_14,DOWNLOAD,2025-03-10 08:52:24.497851,EC2_INSTANCE,205.17.231.187,43008,False,
0a891ae2-bcc9-4d76-9a15-cd130f50ff1b,user_16,WRITE,2025-03-10 08:55:16.459548,EC2_INSTANCE,40.200.199.125,33792,False,
bf395093-c176-434e-acb6-d245802b109a,user_3,READ,2025-03-10 08:58:51.149293,DYNAMODB_TABLE,226.250.103.84,80896,False,
ad8fe485-e220-4d9a-9c16-85f860afb8a1,user_3,UPDATE,2025-03-10 09:02:06.666387,DYNAMODB_TABLE,102.236.119.207,10240,False,
b23ab934-c9a2-45ab-aa40-f431bcdeb759,user_15,DELETE,2025-03-10 09:11:14.714407,IAM_ROLE,73.58.84.61,13312,False,
e87a7ad3-8628-4c46-8f73-59295f0e8728,user_17,DELETE,2025-03-10 09:14:26.017245,CLOUDWATCH_LOG,49.71.165.53,91136,False,
a3b6c72e-388d-482f-8943-1012a2c2d427,user_14,LOGIN,2025-03-10 09:24:18.492664,DYNAMODB_TABLE,60.112.105.159,29696,False,
edd42168-d38e-4b00-bc49-8494886a923f,user_10,UPLOAD,2025-03-10 09:26:54.583054,S3_BUCKET,109.249.25.37,98304,False,
71d44572-2031-4f9f-a363-873f9e62bd26,user_2,WRITE,2025-03-10 09:31:39.919933,CLOUDWATCH_LOG,194.56.16.115,13312,False,
b64b713a-c3a8-4d8e-abcd-3efb8fca0b6a,user_6,UPLOAD,2025-03-10 09:38:01.876001,IAM_ROLE,161.42.255.43,7168,False,
835d304c-e1c6-46f2-b015-df6713e32d83,user_13,LOGIN,2025-03-10 09:42:53.270479,DYNAMODB_TABLE,240.5.220.174,100352,False,
c2de2441-4fe6-4f3a-8493-eb754e6a5696,user_2,UPDATE,2025-03-10 09:43:28.835551,RDS_DATABASE,194.56.16.115,99328,False,
7472a8e6-750f-4d6d-85b3-2143279b20d0,user_2,DELETE,2025-03-10 09:44:46.529004,DYNAMODB_TABLE,194.56.16.115,58368,False,
a9aa3d70-ecf2-4643-b4d6-a0f88d6c05ad,user_16,UPDATE,2025-03-10 09:51:43.108703,S3_BUCKET,31.58.85.35,15360,False,
f1922aac-5b51-4d82-b838-81390c278b89,user_15,READ,2025-03-10 09:56:29.679179,CLOUDWATCH_LOG,73.58.84.61,84992,False,
e8712826-ef57-46e1-b9d9-aba30410ae67,user_19,LOGIN,2025-03-10 10:09:42.062683,RDS_DATABASE,133.198.243.99,26624,False,
a33cb939-750c-460e-9dae-2369daa5dc68,user_9,WRITE,2025-03-10 10:13:00.374564,S3_BUCKET,191.211.186.92,97280,False,
8f20aa4f-4b26-4dde-957a-fcfc8ba8c78c,user_17,UPLOAD,2025-03-10 10:18:44.510334,IAM_ROLE,49.71.165.53,56320,False,
96ef340e-fff4-46fd-a84a-0328bcb6bca3,user_7,UPLOAD,2025-03-10 10:19:38.028467,IAM_ROLE,212.140.45.213,78848,False,
3bbcb0f1-5fcc-4827-a4e8-41880febbc25,user_12,DELETE,2025-03-10 10:25:16.191502,IAM_ROLE,51.159.116.190,45056,False,
c26c408b-d3a2-4d49-8ea8-019395d87c2d,user_11,DOWNLOAD,2025-03-10 10:33:17.637443,CLOUDWATCH_LOG,34.247.187.208,4096,False,
0ac5edce-09ab-4783-b883-5fa226fae991,user_13,UPLOAD,2025-03-10 10:34:42.775748,IAM_ROLE,240.5.220.174,44032,False,
4cabc0f0-dd48-45e5-800e-7fe0bdbe490d,user_2,LOGIN,2025-03-10 10:40:34.437720,S3_BUCKET,194.56.16.115,29696,False,
b3a956a0-bab6-41fb-8bd3-81476a8e38b7,user_20,DELETE,2025-03-10 10:45:41.344055,LAMBDA_FUNCTION,72.67.100.176,57344,False,
2ea1eada-845b-41d6-b40b-e1c4be650e44,user_18,READ,2025-03-10 10:51:57.020736,CLOUDWATCH_LOG,211.150.128.102,93184,False,
9dcf8a12-fa8c-4242-8164-d69b4505b54a,user_4,UPLOAD,2025-03-10 10:54:31.474927,EC2_INSTANCE,144.159.178.97,47104,False,
1b06b6c4-42dd-4037-9912-00a37ca12094,user_10,LOGIN,2025-03-10 11:03:03.649779,EC2_INSTANCE,109.249.25.37,51200,False,
a9fe8ecf-7be6-44cd-bc0c-4f88fdc55018,user_17,UPDATE,2025-03-10 11:09:24.227956,S3_BUCKET,206.186.157.173,56320,False,
7c28d049-add8-4f0e-b3be-7eeaf995f648,user_14,UPDATE,2025-03-10 11:13:29.086343,CLOUDWATCH_LOG,237.61.127.84,60416,False,
dafbb4f2-bea8-4e33-a4a5-ea61c6d562f2,user_15,DOWNLOAD,2025-03-10 11:19:17.029286,LAMBDA_FUNCTION,73.58.84.61,61440,False,
5c3bd955-db4e-4918-84d3-3edc01b251ed,user_12,READ,2025-03-10 11:22:51.617484,LAMBDA_FUNCTION,51.159.116.190,31744,False,
f23e59da-766e-4d19-920b-bbd7485b2bf2,user_6,WRITE,2025-03-10 11:27:33.469989,IAM_ROLE,161.42.255.43,83968,False,
e75571dd-5e35-4ba7-b3f1-7fa6d48ee50f,user_12,UPLOAD,2025-03-10 11:32:24.869751,EC2_INSTANCE,51.159.116.190,24576,False,
bcebfb21-54f3-4a86-9654-14f22292bc55,user_14,UPLOAD,2025-03-10 11:38:44.555293,IAM_ROLE,60.112.105.159,70656,False,
fee077f6-437f-49d2-9507-ae3d88b79d0a,user_2,READ,2025-03-10 11:39:17.325245,IAM_ROLE,194.56.16.115,45056,False,
06bf295d-d537-4dda-96b6-b129412a5f68,user_6,UPDATE,2025-03-10 11:48:18.253817,CLOUDWATCH_LOG,161.42.255.43,44032,False,
7f1ebeb1-2a3f-46e5-ae9d-2e9323cc25f1,user_11,DOWNLOAD,2025-03-10 11:52:55.171678,LAMBDA_FUNCTION,26.126.105.167,20480,False,
67908590-b000-4b5a-afa0-3d962a2d7ac9,user_2,DELETE,2025-03-10 11:54:16.491330,DYNAMODB_TABLE,194.56.16.115,39936,False,
2ba020c9-b6a3-496e-bf24-a8a7e1ad3ad6,user_17,READ,2025-03-10 12:07:12.199835,S3_BUCKET,206.186.157.173,50176,False,
8c3d7014-a682-4782-9f20-e9fe9649631c,user_11,READ,2025-03-10 12:08:52.858683,S3_BUCKET,26.126.105.167,77824,False,
8d4430b8-b3f0-4be8-88a2-51b51a8254a5,user_5,LOGIN,2025-03-10 12:11:30.907331,RDS_DATABASE,195.10.144.237,51200,False,
10bff212-8aff-4f26-87de-55fdd940fddf,user_8,READ,2025-03-10 12:15:47.996938,S3_BUCKET,18.135.156.84,14336,False,
cdb35033-d16c-4262-bfdc-91a8bf20aaf0,user_10,UPLOAD,2025-03-10 12:18:44.503062,EC2_INSTANCE,40.48.42.213,34816,False,
cabc4f7a-bf9f-4884-958c-c5a0bd7f4427,user_14,DELETE,2025-03-10 12:25:54.118857,IAM_ROLE,237.61.127.84,5120,False,
291f7863-313c-42d6-8890-b0fa1f8673f3,user_16,UPDATE,2025-03-10 12:25:58.846380,EC2_INSTANCE,31.58.85.35,61440,False,
c7e16fc4-8f9c-4d69-9749-2a1dcf988bd7,user_16,LOGIN,2025-03-10 12:33:44.013284,DYNAMODB_TABLE,77.60.74.225,88064,False,
bd7356a0-9d3a-43a5-b615-ad90854b8b85,user_12,LOGIN,2025-03-10 12:37:04.060426,CLOUDWATCH_LOG,51.159.116.190,77824,False,
8f4684db-25cc-4b51-8b24-23fa5c64840d,user_10,LOGIN,2025-03-10 12:38:51.651435,IAM_ROLE,40.48.42.213,48128,False,
c283a1d1-3dc8-42b3-8260-fe5661f0beea,user_9,READ,2025-03-10 12:53:25.569148,S3_BUCKET,250.112.145.120,37888,False,
40eef5d7-2470-4931-be40-9575c997a8b0,user_20,LOGIN,2025-03-10 12:54:05.601172,LAMBDA_FUNCTION,72.67.100.176,73728,False,
34c5af20-a524-47b2-8094-cf527ecaff6b,user_10,DELETE,2025-03-10 12:56:34.881388,LAMBDA_FUNCTION,40.48.42.213,56320,False,
0c3efbfe-f809-480f-ba73-1fcecf939169,user_14,UPDATE,2025-03-10 13:02:18.924312,CLOUDWATCH_LOG,237.61.127.84,25600,False,
1430c606-8480-4d50-a7c9-4520b8856e51,user_18,LOGIN,2025-03-10 13:04:12.967409,DYNAMODB_TABLE,211.150.128.102,55296,False,
898bace7-1f7b-494d-a753-6bd8ce07d402,user_5,DELETE,2025-03-10 13:06:04.308664,CLOUDWATCH_LOG,195.10.144.237,35840,False,
503aade0-f5dd-434c-b508-d68e797b0009,user_13,WRITE,2025-03-10 13:06:37.487667,EC2_INSTANCE,250.108.136.29,77824,False,
5cd1c7ef-5934-45b1-8743-7354c95f280e,user_15,READ,2025-03-10 13:12:55.593608,RDS_DATABASE,73.58.84.61,1024,False,
3b58be96-af88-4bea-9309-23ba60e95608,user_1,UPDATE,2025-03-10 13:14:49.438704,CLOUDWATCH_LOG,109.231.156.139,8192,False,
0eab7f15-5cdf-499b-852b-ea9fe993ec7d,user_18,LOGIN,2025-03-10 13:15:44.218325,RDS_DATABASE,211.150.128.102,73728,False,
cdd7b850-e9a9-4382-924a-f0bd6a40caff,user_19,DOWNLOAD,2025-03-10 13:17:53.676606,DYNAMODB_TABLE,133.198.243.99,52224,False,
428f42bf-9b1a-4ea0-a18c-b86bb13a6cff,user_5,DELETE,2025-03-10 13:23:39.140947,S3_BUCKET,195.10.144.237,80896,False,
496af067-6476-4675-a527-aa14be9915ad,user_4,DOWNLOAD,2025-03-10 13:24:38.321812,IAM_ROLE,211.50.115.158,87040,False,
5aeba135-7bbd-4c19-84e7-7bea3918dad2,user_1,DELETE,2025-03-10 13:25:03.968868,LAMBDA_FUNCTION,109.231.156.139,93184,False,
94aa30ba-d104-4e02-95e5-1ba1ee2cd72e,user_14,LOGIN,2025-03-10 13:25:53.572705,LAMBDA_FUNCTION,60.112.105.159,86016,False,
bda51104-74b8-4e16-a4fa-730d77d4963e,user_12,READ,2025-03-10 13:27:47.109451,DYNAMODB_TABLE,3.68.76.26,6144,False,
290b9243-94a1-4ae2-93cd-f7223ee1b2f2,user_1,UPLOAD,2025-03-10 13:28:35.056670,LAMBDA_FUNCTION,109.231.156.139,44032,False,
f14b86c4-6e42-4f72-abba-91b3caeb777a,user_8,DOWNLOAD,2025-03-10 13:29:41.256958,RDS_DATABASE,18.135.156.84,25600,False,
18827efe-8b27-40d7-81c3-aca96eefed80,user_15,READ,2025-03-10 13:32:51.701867,S3_BUCKET,73.58.84.61,24576,False,
8f284115-2904-4a7c-b96f-4731d7b42ad5,user_20,UPLOAD,2025-03-10 13:39:36.144166,S3_BUCKET,72.67.100.176,91136,False,
2871c7a7-3cd1-4332-9be8-1737c591791b,user_15,UPDATE,2025-03-10 13:43:00.699334,RDS_DATABASE,73.58.84.61,75776,False,
f2369cc5-05ca-4790-bba4-63db6d9a2974,user_9,UPDATE,2025-03-10 13:44:25.288726,CLOUDWATCH_LOG,191.211.186.92,17408,False,
aedf7339-37c4-453c-ba55-81db6a3dbb97,user_7,LOGIN,2025-03-10 13:45:23.407838,DYNAMODB_TABLE,182.62.170.99,79872,False,
023db008-7c23-4258-94c3-c89ba54691d8,user_11,UPLOAD,2025-03-10 13:46:16.218405,EC2_INSTANCE,40.200.199.125,79872,True,unusual_ip
1a958cc1-326c-4298-9d54-2f8c51e01e6b,user_10,UPLOAD,2025-03-10 13:50:35.054874,CLOUDWATCH_LOG,116.1.221.146,91136,False,
f99aabdc-3cad-4cd0-ad70-94875df8534a,user_5,UPLOAD,2025-03-10 13:56:05.557512,LAMBDA_FUNCTION,136.54.200.208,3072,False,
ef154ccb-6e0a-4257-9973-b2888066275c,user_5,WRITE,2025-03-10 14:07:40.788607,DYNAMODB_TABLE,18.135.156.84,97280,True,unusual_ip
e6c3c64d-2682-4690-86ab-ee4847353550,user_18,UPDATE,2025-03-10 14:12:36.262368,RDS_DATABASE,211.150.128.102,6144,False,
b4c3a059-fc69-4d86-9979-f70195280ddd,user_13,LOGIN,2025-03-10 14:19:54.453623,DYNAMODB_TABLE,250.108.136.29,12288,False,
b01e751b-6d4a-4702-80b4-ababb5fefaa0,user_8,READ,2025-03-10 14:40:31.216399,DYNAMODB_TABLE,67.10.9.70,94208,False,
cbd2a2fc-81ed-4901-bcab-203a6762f125,user_17,DELETE,2025-03-10 14:43:10.540101,CLOUDWATCH_LOG,49.71.165.53,43008,False,
f7ce2e86-3494-46e3-8c38-c59b670c9823,user_13,UPDATE,2025-03-10 14:45:40.588498,DYNAMODB_TABLE,187.56.141.153,96256,False,
f613b0d1-0856-4719-9244-d6a59149b57a,user_17,DELETE,2025-03-10 14:45:44.978892,S3_BUCKET,49.71.165.53,47104,False,
08f53ee9-86ff-4a9b-b329-7c6dbfabee35,user_17,UPLOAD,2025-03-10 14:52:32.212616,IAM_ROLE,49.71.165.53,18432,False,
e01a28d3-79ad-47e8-97db-f67a0eba3fc6,user_3,UPLOAD,2025-03-10 14:52:34.907489,LAMBDA_FUNCTION,123.204.235.212,58368,False,
e2c3e765-937e-4d52-a596-d8efa680c767,user_20,DOWNLOAD,2025-03-10 14:53:59.137200,DYNAMODB_TABLE,72.67.100.176,87040,False,
2568a269-7c89-44d4-ac66-9b10ea0a5c2a,user_19,UPDATE,2025-03-10 15:02:05.971465,RDS_DATABASE,133.198.243.99,49152,False,
ea1f91e4-8e67-4328-9fd7-de8610aed836,user_3,READ,2025-03-10 15:08:08.040751,EC2_INSTANCE,226.250.103.84,100352,False,
566d4246-99af-4532-a5eb-f2822fc1ee47,user_7,UPDATE,2025-03-10 15:10:14.558394,DYNAMODB_TABLE,182.62.170.99,3072,False,
cc839d45-5be9-4c67-8193-3a23ffc1afb4,user_14,WRITE,2025-03-10 15:14:32.163619,S3_BUCKET,60.112.105.159,102400,False,
ac8ac25d-99c3-41f4-8340-57986c5c0a3e,user_6,DOWNLOAD,2025-03-10 15:21:17.912927,RDS_DATABASE,161.42.255.43,94208,False,
a2a954bb-1b54-4769-9392-a94387509354,user_20,DELETE,2025-03-10 15:36:38.428994,CLOUDWATCH_LOG,72.67.100.176,20480,False,
5b813a87-71c2-4904-aeb4-d57096d3c279,user_7,WRITE,2025-03-10 15:39:11.649359,CLOUDWATCH_LOG,182.62.170.99,92160,False,
6b489dc6-e37d-47bd-994b-a77061249076,user_15,LOGIN,2025-03-10 15:41:12.358245,IAM_ROLE,73.58.84.61,15360,False,
c4377cbc-54a4-468a-a28a-a1b7ddea9900,user_13,LOGIN,2025-03-10 15:46:02.694793,IAM_ROLE,187.56.141.153,95232,False,
43a3b117-e9eb-463d-97db-5bb025600622,user_11,DOWNLOAD,2025-03-10 15:48:14.502686,S3_BUCKET,34.247.187.208,88064,False,
b64801ef-9e06-4f03-91fa-392074ac1d52,user_12,UPDATE,2025-03-10 15:51:36.265954,S3_BUCKET,3.68.76.26,6144,False,
520fd57f-ba89-4360-9054-bfa460d5754b,user_20,DELETE,2025-03-10 15:55:47.296603,CLOUDWATCH_LOG,72.67.100.176,102400,False,
5dd8b127-a44b-476a-b625-c85faa92e996,user_7,LOGIN,2025-03-10 15:59:52.548322,DYNAMODB_TABLE,182.62.170.99,69632,False,
a514e3f8-e91e-436d-89e4-63b36624c57c,user_6,LOGIN,2025-03-10 15:59:59.590304,EC2_INSTANCE,161.42.255.43,28672,False,
3556bd29-6440-46b1-a59d-f722b86281cc,user_2,WRITE,2025-03-10 16:06:16.593506,CLOUDWATCH_LOG,194.56.16.115,62464,False,
e40ee14b-c3f1-447e-b26e-cd1e9175d553,user_7,UPDATE,2025-03-10 16:08:31.780897,RDS_DATABASE,212.140.45.213,35840,False,
d7c63fb6-3a91-4100-bf6c-3666d3492482,user_11,UPLOAD,2025-03-10 16:14:43.444277,S3_BUCKET,34.247.187.208,27648,False,
e7b686ff-99bb-4f5a-ba4b-8860bea38324,user_9,READ,2025-03-10 16:18:42.602304,CLOUDWATCH_LOG,250.112.145.120,98304,False,
e794652c-f398-4c9d-a207-fcc088f1b866,user_12,UPDATE,2025-03-10 16:27:10.816910,EC2_INSTANCE,51.159.116.190,16384,False,
f7da81d3-95e9-4db8-aeae-6995623c30aa,user_8,UPLOAD,2025-03-10 16:28:57.449731,EC2_INSTANCE,18.135.156.84,51200,False,
9568ea2a-a5a3-4d48-80b0-6b62cfa64ed8,user_8,DOWNLOAD,2025-03-10 16:30:07.559608,RDS_DATABASE,18.135.156.84,55296,False,
7a38f956-789f-400c-9b50-473388e69ff4,user_6,LOGIN,2025-03-10 16:31:33.939211,DYNAMODB_TABLE,161.42.255.43,12288,False,
7c938937-fcd7-4b9d-9603-380b672b03f0,user_5,DOWNLOAD,2025-03-10 16:35:58.025808,S3_BUCKET,195.10.144.237,89088,False,
f179c978-27fe-4bf1-a942-35a72c3ffff9,user_9,UPDATE,2025-03-10 16:39:07.665885,CLOUDWATCH_LOG,250.112.145.120,55296,False,
3ae65b41-dae2-4624-a304-0c4dbffbfe46,user_2,DOWNLOAD,2025-03-10 16:47:08.006303,IAM_ROLE,194.56.16.115,98304,False,
0a63ccbd-028d-4b86-8c05-ed5b42b3eb38,user_2,DELETE,2025-03-10 16:49:32.446044,S3_BUCKET,194.56.16.115,35840,False,
f40ed67b-1d4a-4364-ad3f-0ba575318006,user_16,UPDATE,2025-03-10 16:57:39.670322,LAMBDA_FUNCTION,77.60.74.225,29696,False,
e8dd76eb-7569-4c7d-b2d9-ad707072d6ec,user_15,READ,2025-03-10 17:04:18.176079,EC2_INSTANCE,73.58.84.61,56320,False,
9814fa45-4cf9-4e58-9bd4-dd7b6a2cdea6,user_18,LOGIN,2025-03-10 17:17:28.966176,RDS_DATABASE,211.150.128.102,26624,False,
9443adc8-3c45-4428-8faa-bad85059a2f8,user_4,UPDATE,2025-03-10 17:25:01.619356,CLOUDWATCH_LOG,64.165.69.145,97280,False,
4c5fb3e9-c4c0-4f96-a515-c3358acad130,user_14,DOWNLOAD,2025-03-10 17:25:43.706368,DYNAMODB_TABLE,237.61.127.84,39936,False,
88322022-bde0-4267-a8c8-a8b14834cd83,user_12,DOWNLOAD,2025-03-10 17:32:41.446728,DYNAMODB_TABLE,172.179.136.95,92160,False,
4605aaf7-349f-445f-bf5f-bf3b45d2d9a7,user_2,LOGIN,2025-03-10 17:36:12.529499,RDS_DATABASE,194.56.16.115,3072,False,
85acc899-86ce-4df3-936c-8e6fa87939b7,user_18,WRITE,2025-03-10 17:41:21.524634,IAM_ROLE,211.150.128.102,13312,False,
36b146b2-231e-47e4-b870-ad941975bf41,user_8,READ,2025-03-10 17:44:34.032776,EC2_INSTANCE,67.10.9.70,22528,False,
add7149e-6cc2-4e79-ac2c-6d2cd5f23edb,user_17,READ,2025-03-10 17:44:35.727106,CLOUDWATCH_LOG,206.186.157.173,30720,False,
d4600b6b-125f-4ada-bb98-bcc2b0f2a74d,user_1,DOWNLOAD,2025-03-10 17:44:56.424920,IAM_ROLE,109.231.156.139,35840,False,
ae7544b9-8888-4f6a-9990-713bec3f0a92,user_6,LOGIN,2025-03-10 17:45:09.119550,IAM_ROLE,161.42.255.43,8192,False,
fd3a3e58-2ad2-4da1-868d-636134e963be,user_6,UPDATE,2025-03-10 17:50:21.265370,DYNAMODB_TABLE,161.42.255.43,60416,False,
fef8904e-04e0-4d98-a55c-0c4ced04322a,user_4,DOWNLOAD,2025-03-10 17:52:18.969545,RDS_DATABASE,144.159.178.97,70656,False,
3e964519-938e-4e62-b4d2-aa50606e2e3c,user_7,UPDATE,2025-03-10 17:56:30.670284,DYNAMODB_TABLE,212.140.45.213,32768,False,
b25d8d2f-f3bc-4f04-943e-c0a97578190e,user_5,DOWNLOAD,2025-03-10 17:57:22.648834,CLOUDWATCH_LOG,136.54.200.208,22528,False,
0c00c90e-dbf7-491f-806d-3e5281235521,user_10,DOWNLOAD,2025-03-10 18:04:42.390130,IAM_ROLE,109.249.25.37,12288,False,
45a69ae7-1fdd-4e96-b5df-f74152229a1c,user_7,READ,2025-03-10 18:07:23.457668,EC2_INSTANCE,212.140.45.213,26624,False,
2b468187-5b23-4472-92ea-b5e16a5f6c8a,user_13,UPLOAD,2025-03-10 18:08:44.331032,EC2_INSTANCE,187.56.141.153,22528,False,
3142ac16-97e1-4493-b17b-e2a01d86f62f,user_6,LOGIN,2025-03-10 18:24:39.630169,EC2_INSTANCE,161.42.255.43,64512,False,
01d3e3ee-0e08-483c-b3a2-3452fbe175f9,user_14,UPDATE,2025-03-10 18:25:34.139848,S3_BUCKET,60.112.105.159,32768,False,
fef2206b-0747-499d-8705-171e77e432d0,user_5,UPDATE,2025-03-10 18:30:25.605934,CLOUDWATCH_LOG,136.54.200.208,14336,False,
143c50d7-b80d-42df-aab8-6d81bfc5e650,user_3,LOGIN,2025-03-10 18:31:09.079884,IAM_ROLE,226.250.103.84,97280,False,
1d18af7f-5531-4351-bb84-70363c5e9e64,user_12,READ,2025-03-10 18:31:38.877091,S3_BUCKET,3.68.76.26,83968,False,
964dc6b2-fb65-4e1d-b524-8b1846b66a50,user_8,UPDATE,2025-03-10 18:35:07.079559,RDS_DATABASE,18.135.156.84,84992,False,
43b54884-e529-48a9-8a94-d6fda1ea7ce2,user_18,WRITE,2025-03-10 18:43:38.145164,RDS_DATABASE,211.150.128.102,101376,False,
689a105a-de6b-478f-818a-3092fde1c7e4,user_16,DELETE,2025-03-10 18:56:48.825934,EC2_INSTANCE,31.58.85.35,37888,False,
1c375477-f1e6-48c7-ae60-614fda311f81,user_4,LOGIN,2025-03-10 18:58:49.395915,RDS_DATABASE,211.50.115.158,97280,False,
963136ea-0e2a-47e8-929e-65c5d0cc0698,user_14,UPLOAD,2025-03-10 19:20:44.013505,RDS_DATABASE,205.17.231.187,72704,False,
74e7b466-6858-4487-aa2c-47fa0441ad87,user_10,UPDATE,2025-03-10 19:24:40.676186,S3_BUCKET,40.48.42.213,84992,False,
1d13b09c-fe82-4108-9bc7-3fc090f75b16,user_5,UPLOAD,2025-03-10 19:29:42.442492,S3_BUCKET,136.54.200.208,1442816,True,large_data
18ac8631-6898-4706-984b-cfbfa945fb71,user_18,DOWNLOAD,2025-03-10 19:44:37.018657,EC2_INSTANCE,211.150.128.102,100352,False,
cd2eae15-826f-43af-af5e-5451a42bde6f,user_9,UPLOAD,2025-03-10 20:08:02.710534,IAM_ROLE,250.112.145.120,54272,False,
162ed4d3-703f-40c5-a680-01ed35713887,user_18,UPLOAD,2025-03-10 20:20:15.316263,S3_BUCKET,211.150.128.102,30720,False,
ba9b16e4-f32e-42aa-9e5a-9ab035670a69,user_16,DELETE,2025-03-10 21:14:08.669656,LAMBDA_FUNCTION,77.60.74.225,25600,False,
bcc36c26-ba07-4b24-92a6-cb615ab3f562,user_10,READ,2025-03-10 21:47:28.507428,DYNAMODB_TABLE,40.48.42.213,87040,False,
70583c0c-82b5-45f4-97d5-25e367ef8f27,user_11,WRITE,2025-03-10 22:05:14.841148,IAM_ROLE,26.126.105.167,59392,False,
9a1b0e48-4588-47b4-8eae-b85fec36d2fa,user_16,UPLOAD,2025-03-10 22:23:21.887007,DYNAMODB_TABLE,31.58.85.35,26624,False,
95f9dbf8-7e57-4721-bc7d-abf964c453c4,user_11,DELETE,2025-03-10 22:39:08.672358,DYNAMODB_TABLE,10.163.151.10,87040,False,
54d39c33-960f-4f8d-82f5-0ef0c2e38586,user_17,UPLOAD,2025-03-10 22:48:30.075315,RDS_DATABASE,49.71.165.53,15360,False,
c976e18f-8234-40f2-80f5-bdaf3fdd0b2d,user_7,DELETE,2025-03-10 22:51:14.874686,S3_BUCKET,182.62.170.99,18432,False,
2014a670-ead9-45cd-aacb-98412bc71f9e,user_17,WRITE,2025-03-10 23:02:30.848101,EC2_INSTANCE,49.71.165.53,100352,False,
b03d0f81-781b-479c-ae31-27e5575782e0,user_14,READ,2025-03-10 23:03:22.708552,CLOUDWATCH_LOG,60.112.105.159,16384,False,
a7b4baae-a29f-4da3-adcf-2c538e20f810,user_14,DELETE,2025-03-10 23:12:13.204609,LAMBDA_FUNCTION,205.17.231.187,93184,False,
f4fc7d89-26e2-4d84-8a35-b9a67cec3224,user_14,DELETE,2025-03-10 23:25:29.355255,EC2_INSTANCE,205.17.231.187,52224,True,unusual_action_pattern
38a795dd-bccf-479e-a91e-1e21fc255ee4,user_20,DOWNLOAD,2025-03-10 23:32:53.394503,DYNAMODB_TABLE,72.67.100.176,4096,False,
834f1971-7523-4686-9bd6-ca790a6321c5,user_15,DELETE,2025-03-10 23:42:21.723638,DYNAMODB_TABLE,73.58.84.61,54272,False,
c4f6506b-262f-4c7d-ae22-c17c82a845a2,user_20,DELETE,2025-03-10 23:44:49.281564,DYNAMODB_TABLE,72.67.100.176,45056,False,
99a9feed-90fc-436e-bed0-155edefd8ac5,user_7,UPDATE,2025-03-11 00:01:29.912704,IAM_ROLE,182.62.170.99,16384,False,
